id,gender,bdate,educ,jobcat,salary,salbegin,jobtime,prevexp,minority,Age
384.0,Female,1955-11-11,12,Clerical,20850.0,13050.0,70.0,127.0,Yes,71
385.0,Male,1930-10-01,12,Custodial,30000.0,15750.0,69.0,348.0,No,96
386.0,Male,1934-08-18,8,Custodial,28500.0,15750.0,69.0,174.0,No,92
388.0,Male,1959-01-02,14,Clerical,30150.0,16500.0,69.0,110.0,No,67
390.0,Female,1968-11-09,15,Clerical,24150.0,13500.0,69.0,7.0,No,58
391.0,Female,1969-01-12,12,Clerical,24450.0,12450.0,69.0,12.0,No,57
392.0,Female,1970-05-12,12,Clerical,21600.0,12000.0,69.0,missing,No,56
393.0,Female,1969-06-24,12,Clerical,27900.0,12450.0,69.0,missing,No,57
394.0,Female,1970-02-04,8,Clerical,29100.0,12450.0,69.0,17.0,No,56
395.0,Female,1970-03-09,12,Clerical,22650.0,11250.0,69.0,2.0,No,56
396.0,Female,1970-08-17,12,Clerical,20850.0,11250.0,69.0,missing,No,56
397.0,Female,1970-01-17,12,Clerical,22950.0,12300.0,69.0,5.0,No,56
398.0,Female,1970-11-21,12,Clerical,30600.0,12450.0,69.0,5.0,No,56
399.0,Female,1970-02-06,12,Clerical,20400.0,11250.0,69.0,missing,No,56
400.0,Female,1969-08-06,12,Clerical,23850.0,12750.0,69.0,20.0,No,57
401.0,Female,1970-03-14,12,Clerical,22800.0,11250.0,69.0,missing,No,56
402.0,Female,1970-02-07,12,Clerical,20700.0,11250.0,69.0,2.0,No,56
403.0,Female,1970-04-28,12,Clerical,21300.0,11250.0,69.0,3.0,Yes,56
404.0,Female,1953-05-01,12,Clerical,24300.0,15000.0,69.0,121.0,Yes,73
405.0,Female,1944-07-12,12,Clerical,19650.0,13950.0,69.0,133.0,Yes,82
407.0,Male,1965-09-06,15,Clerical,30300.0,15750.0,68.0,55.0,No,61
409.0,Male,1962-11-21,19,Clerical,36000.0,19500.0,68.0,21.0,No,64
410.0,Female,1942-01-09,8,Clerical,25200.0,18750.0,68.0,344.0,No,84
411.0,Female,1931-08-21,12,Clerical,16200.0,10200.0,68.0,180.0,No,95
412.0,Female,1970-06-16,12,Clerical,22800.0,11250.0,68.0,2.0,No,56
413.0,Female,1966-03-13,16,Manager,43500.0,19500.0,68.0,11.0,No,60
414.0,Male,1961-01-08,8,Custodial,30300.0,15750.0,68.0,155.0,Yes,65
415.0,Male,1963-05-02,15,Clerical,31950.0,15750.0,68.0,70.0,Yes,63
416.0,Male,1965-01-16,15,Clerical,35250.0,13500.0,67.0,6.0,No,61
417.0,Male,1967-07-22,15,Clerical,37800.0,15000.0,67.0,36.0,No,59
418.0,Male,1965-06-05,15,Clerical,31200.0,15750.0,67.0,46.0,No,61
419.0,Male,1964-10-20,15,Clerical,29400.0,16500.0,67.0,68.0,No,62
421.0,Male,1961-11-01,15,Clerical,33900.0,15750.0,67.0,96.0,No,65
422.0,Male,1963-07-20,15,Clerical,27150.0,16500.0,67.0,78.0,No,63
423.0,Female,1936-04-26,12,Clerical,22200.0,13800.0,67.0,196.0,No,90
424.0,Female,1966-07-06,15,Clerical,31350.0,11100.0,67.0,47.0,No,60
425.0,Female,1942-01-26,12,Clerical,20850.0,13500.0,67.0,181.0,No,84
426.0,Male,1952-10-27,16,Clerical,33300.0,17490.0,67.0,120.0,Yes,74
427.0,Male,1942-04-21,8,Clerical,26250.0,16050.0,67.0,97.0,Yes,84
428.0,Male,1964-02-28,15,Clerical,31950.0,15750.0,67.0,58.0,Yes,62
429.0,Male,1946-08-13,8,Custodial,30000.0,15750.0,67.0,305.0,Yes,80
432.0,Male,1964-03-12,12,Clerical,30750.0,15000.0,66.0,56.0,No,62
433.0,Male,1966-11-15,12,Clerical,33540.0,15750.0,66.0,47.0,No,60
434.0,Male,1934-02-04,16,Clerical,34950.0,20250.0,66.0,55.0,No,92
435.0,Male,1964-05-24,15,Clerical,40350.0,16500.0,66.0,80.0,No,62
436.0,Male,1965-05-27,12,Clerical,30270.0,15750.0,66.0,80.0,No,61
437.0,Male,1933-09-04,8,Clerical,26250.0,16050.0,66.0,264.0,No,93
438.0,Male,1964-10-11,15,Clerical,32400.0,15000.0,66.0,64.0,No,62
439.0,Female,1970-06-25,12,Clerical,20400.0,11250.0,66.0,missing,No,56
440.0,Female,1947-11-10,8,Clerical,24150.0,12750.0,66.0,96.0,No,79
441.0,Female,1949-08-02,15,Clerical,23850.0,13500.0,66.0,122.0,No,77
442.0,Female,1968-09-18,12,Clerical,29700.0,13500.0,66.0,26.0,No,58
443.0,Female,1929-02-10,8,Clerical,21600.0,13500.0,66.0,228.0,No,97
444.0,Female,1961-09-16,12,Clerical,24450.0,15750.0,66.0,87.0,No,65
445.0,Male,1963-08-04,15,Clerical,28050.0,16500.0,66.0,84.0,Yes,63
447.0,Male,1961-07-02,15,Clerical,49000.0,20550.0,66.0,86.0,Yes,65
448.0,Female,1933-06-05,12,Clerical,16350.0,10200.0,66.0,163.0,Yes,93
451.0,Male,1969-07-19,15,Clerical,28500.0,14250.0,65.0,20.0,No,57
452.0,Male,1953-08-13,12,Clerical,28800.0,18000.0,65.0,210.0,No,73
453.0,Male,1930-08-07,15,Clerical,24450.0,15750.0,65.0,338.0,No,96
455.0,Male,1964-01-17,16,Manager,43650.0,19500.0,65.0,19.0,No,62
457.0,Male,1968-05-27,15,Clerical,31650.0,14250.0,65.0,10.0,No,58
459.0,Female,1971-02-10,12,Clerical,21750.0,11250.0,65.0,missing,No,55
460.0,Female,1969-08-12,12,Clerical,22500.0,12750.0,65.0,24.0,No,57
461.0,Female,1943-11-08,8,Clerical,21600.0,13500.0,65.0,173.0,No,83
462.0,Female,1963-10-18,16,Manager,34410.0,19500.0,65.0,79.0,No,63
463.0,Female,1934-10-15,15,Clerical,20700.0,14250.0,65.0,241.0,No,92
465.0,Male,1962-07-20,12,Clerical,33900.0,16500.0,64.0,106.0,No,64
466.0,Female,1948-06-15,12,Clerical,23400.0,13500.0,64.0,198.0,No,78
467.0,Female,1967-08-18,16,Clerical,32850.0,19500.0,64.0,20.0,No,59
469.0,Female,1964-06-01,15,Clerical,25200.0,13950.0,64.0,57.0,No,62
470.0,Male,1964-01-22,12,Clerical,26250.0,15750.0,64.0,69.0,Yes,62
471.0,Male,1966-08-03,15,Clerical,26400.0,15750.0,64.0,32.0,Yes,60
472.0,Male,1966-02-21,15,Clerical,39150.0,15750.0,63.0,46.0,No,60
473.0,Female,1937-11-25,12,Clerical,21450.0,12750.0,63.0,139.0,No,89
474.0,Female,1968-11-05,12,Clerical,29400.0,14250.0,63.0,9.0,No,58
